duration,fwd_mean_header_bytes,packets_IAT_mean,fwd_packets_IAT_median,total_header_bytes,fwd_median_header_bytes,packet_IAT_max,fwd_packets_IAT_mode,max_header_bytes,fwd_mode_header_bytes,packet_IAT_min,bwd_packets_IAT_total,min_header_bytes,fwd_init_win_bytes,packet_IAT_total,handshake_duration,mean_header_bytes,packets_rate,packets_IAT_median,mean_packets_delta_time,median_header_bytes,bwd_packets_rate,packets_IAT_mode,variance_packets_delta_time,mode_header_bytes,fwd_packets_rate,fwd_packets_IAT_mean,std_packets_delta_time,fwd_total_header_bytes,syn_flag_percentage_in_total,fwd_packets_IAT_max,median_packets_delta_time,fwd_max_header_bytes,ack_flag_percentage_in_total,fwd_packets_IAT_min,median_bwd_packets_delta_time,fwd_min_header_bytes,fwd_syn_flag_percentage_in_total,fwd_packets_IAT_total,median_fwd_packets_delta_time,label,activity
0.0,23.994978,1702743300.0,1702979000.0,20,23.991228,1702609900.0,1702575200.0,24,24.0,1703023200.0,0.0,24,64163,1702659000.0,-1.0,24.002352,0.0,1702533100.0,0.0,24.0,8.143444,1702799400.0,0.0,24.0,6.7324324,1702352300.0,0.0,4,0.99963063,1702872700.0,0.0,24,0.00021792181,1702806700.0,0.0,24,1.0,1702651100.0,0.00037767272,Benign,Benign
0.123162255,0.0,425676.1,60413.562,20,0.04402011,185307.6,481887.22,20,0.0,849694.94,0.0,20,115,197822.2,-0.99963033,20.007101,2.546944,0.0,109.78138,20.0,25.10487,1702673500.0,0.0,20.0,0.0,0.0,0.016270386,21,0.0,178391.39,0.0650283,0,0.5006363,273097.47,108.519806,0,0.00029020273,732484.56,0.0042355154,Suspicious,Suspicious
0.00036086643,23.98246,0.0,0.0,20,24.021646,1060422.4,526487.94,24,24.0,-1.1920929e-06,18415.803,24,966,393144.7,-1.0,24.01754,5578.456,412210.06,0.20688343,24.0,0.0,0.0,0.0,24.0,8696.196,0.0,0.17413093,31,0.999558,673390.3,0.19086768,24,0.0005026825,1131737.5,0.008650444,24,0.9995767,1255554.6,0.21020669,Benign,Benign
14.640194,31.36933,514135.94,1703023200.0,31,31.616665,0.0,1702698400.0,32,28.0,110394.85,0.0,20,8008,0.0,-0.9996571,30.06289,0.0,703086.1,16.797314,32.0,0.0,388321.34,40.27061,32.0,0.0,1702789800.0,0.22070718,0,0.5065515,1702719900.0,7.9938965,32,0.50602573,1702901100.0,103.26538,28,0.4936122,1702847600.0,0.17492919,Attack,Attack-TCP-Flag-OSYNP
0.0,40.02675,1702606700.0,1703023200.0,20,39.99759,1702607100.0,1702664300.0,40,40.0,1703023200.0,96147.98,40,64213,1702877000.0,-0.99990934,40.003994,0.0,1703023200.0,0.0,40.0,0.0,1702928400.0,0.0,40.0,0.0,1702507900.0,0.0019372412,40,0.9998054,1702887200.0,0.025685087,40,4.2112682e-05,1702885800.0,0.0,40,0.9999868,1703023200.0,0.030897856,Attack,Attack-TCP-BYPass-V1
0.0066561033,0.0,1702430100.0,187852.88,48,0.0,1702329600.0,0.0,20,0.0,1702673000.0,1702667900.0,20,25,1702994300.0,-0.99993813,20.0,0.0,1702692400.0,0.0157752,20.0,4.1099515,1702411300.0,0.0,20.0,0.0,0.0,0.0,2,0.0,0.0,0.027601793,0,1.0,-9.536743e-07,0.017949777,0,0.0,168226.69,0.0,Benign,Benign
0.005026206,24.013376,577450.8,1702624800.0,61,23.984295,555970.7,1703002100.0,24,24.0,-1.1920929e-06,1702256600.0,20,1047,0.0,-0.9998221,21.998276,11385.1455,0.0,0.14462243,22.0,6428.302,0.0,2.0563571,20.0,6806.9517,1702514300.0,0.0,18,0.4992431,1702814500.0,0.1586339,24,0.5005051,1703023200.0,0.0064369105,24,0.5004357,1702852000.0,0.0,Benign,Benign
7.412315,32.719784,0.0,0.0,296,0.4175575,403091.72,0.0,36,36.0,-1.1920929e-06,0.0,36,29089,86267.016,-1.0,36.895893,61.924362,8201.412,112.12334,36.0,25.251772,0.0,9.965048,36.0,0.0,0.0,0.105411656,199,0.9999144,0.0,11.23619,36,0.0,121558.32,0.0,36,1.0,0.0,113.27951,Benign,Benign-Telnet
0.0,0.4176932,0.0,1702408800.0,149,20.112005,0.0,1702899600.0,28,28.0,126525.16,1701971600.0,20,10012,306366.75,-1.0,24.015734,16623.152,0.0,0.1635397,24.0,2431.1506,309439.84,4.410129,20.0,4505.7324,1702276400.0,0.0,71,0.49841467,1703023200.0,0.17208448,28,0.4995136,1703023200.0,0.03835849,28,0.5006351,1702435000.0,0.0,Benign,Benign
0.0025217878,0.0,1702988000.0,0.0,56,0.0,1702738000.0,0.0,20,0.0,1701743400.0,1702056000.0,20,29,1702561700.0,-0.99976975,20.000072,23.248335,1702321900.0,0.0,20.0,0.0,1702735500.0,0.0,20.0,2.8777754,0.0,0.015372874,11,0.0,0.0,0.000364686,0,0.9981387,-9.536743e-07,0.0,0,0.0,0.0,0.0,Benign,Benign-Email-Send
0.0,23.98601,1702974100.0,1702839200.0,20,23.98927,1702417300.0,1702585700.0,24,24.0,1703023200.0,0.0,24,1034,1703023200.0,-1.0,23.994417,0.0,1702497700.0,0.0056391177,24.0,0.0,1702635000.0,0.015624903,24.0,2.9939413,1702454000.0,0.005897704,33,0.9999402,1702772500.0,0.0,24,0.00017722898,1702860800.0,0.0,24,0.9998539,1702497700.0,0.012067278,Benign,Benign
0.0,20.018005,626768.44,0.0,50,20.002016,0.0,608908.4,20,20.0,423298.6,1701542100.0,20,1169,0.0,-1.0,20.0,32879.99,270429.78,0.035592914,20.0,15561.85,254630.7,8.096001,20.0,19325.143,0.0,0.0076463516,34,0.49987394,982666.75,0.060091812,20,0.5007885,-9.536743e-07,0.008142483,20,0.49885988,0.0,0.011438125,Benign,Benign
8.900482,39.78652,0.0,0.0,305,0.41718176,0.0,0.0,36,36.0,-1.1920929e-06,0.0,36,29708,407652.4,-1.0,35.755997,0.0,0.0,111.92564,36.0,0.62588084,0.0,12.094565,36.0,0.0,0.0,0.12182025,222,1.0,0.0,2.766355,36,0.0,-9.536743e-07,0.0,36,1.0,0.0,111.29205,Benign,Benign-SSH
0.0005899536,40.025417,1703023200.0,1702929800.0,66,40.023663,1702716500.0,1702929500.0,40,40.0,1703023200.0,0.0,40,64312,1702966800.0,-0.99982524,39.985424,0.0,1702870800.0,0.0,40.0,0.0,1702902900.0,0.0,40.0,0.0,1702843600.0,0.003580843,37,1.0,1702759300.0,0.014899499,40,0.00044038778,1702900700.0,0.0,40,0.99987096,1703023200.0,0.011243337,Attack,Attack-TCP-BYPass-V1
0.0,39.99525,1702779500.0,1702888100.0,20,39.988518,1702827100.0,1702544500.0,40,40.0,1702866400.0,0.0,40,64178,1702982400.0,-0.99990034,40.000935,0.0,1703023200.0,0.0,40.0,0.54982024,1702933100.0,0.58972883,40.0,0.0,1702944500.0,0.0,38,1.0,1702894700.0,0.016741628,40,0.0,1702988700.0,0.0,40,1.0,1702760100.0,0.0208058,Attack,Attack-TCP-BYPass-V1
0.0025112866,20.006441,1702850200.0,1702965200.0,20,19.996782,1703010200.0,1702597400.0,20,20.0,1702789400.0,0.0,20,195,1702555400.0,-1.0,20.00225,20.989708,1702760100.0,0.0,20.0,2.6652703,1702392600.0,0.0,20.0,5.617037,1702606100.0,0.0,18,0.0004907858,1702898000.0,0.0,20,0.0006933729,1702787100.0,0.0,20,0.0,1702986100.0,0.0,Attack,Attack-TCP-Valid-SYN
0.0014169423,24.01691,32261.637,1702772700.0,87,23.976261,0.0,1703023200.0,24,24.0,-1.1920929e-06,1700408600.0,20,65535,0.0,-1.0,21.999037,19218.547,133658.19,0.08419257,22.0,13658.64,0.0,4.263833,20.0,10917.645,1702535600.0,0.006738247,45,0.49993247,1703023200.0,0.08137146,24,0.50035506,1702981600.0,0.0,24,0.49942526,1702610300.0,0.0,Benign,Benign
0.005685895,20.032385,1702872400.0,1702914400.0,20,19.973532,1702819800.0,1702610400.0,20,20.0,1703023200.0,0.0,20,1168,1702997600.0,-1.0,20.004797,0.0,1702661900.0,0.007176874,20.0,0.0,1702882800.0,4.787239,20.0,9.460453,1702740700.0,0.01613184,43,0.0,1702954200.0,0.02985645,20,0.99868363,1703023200.0,0.0,20,0.0,1702251600.0,0.0,Suspicious,Suspicious
0.00408055,32.091133,1702645900.0,1702735500.0,50,31.963598,1702688800.0,1702573400.0,32,32.0,1702811400.0,0.0,32,324,1702564000.0,-0.99969125,31.756472,15.646961,1702932200.0,0.0,32.0,2.4885004,1702826400.0,0.0,32.0,1.573345,1702718200.0,0.022935238,19,0.0009813864,1702767600.0,0.0048133866,32,0.9997952,1702448800.0,0.0,32,0.0,1702456200.0,0.0076244227,Benign,Benign-Web_Browsing_HTTP-S
11.257752,31.76626,0.0,54892.285,182,31.9148,30597.176,260686.47,32,32.0,-1.1920929e-06,0.0,32,328,0.0,-0.9996823,33.02426,0.0,72319.28,10.411877,32.0,0.0,310005.62,13.810715,32.0,0.0,0.0,0.14849614,174,0.0017119367,0.0,75.62005,32,0.99655193,210939.12,0.03459005,32,0.0011896342,0.0,0.19446546,Benign,Benign-SSH
0.0,23.988634,1703023200.0,1702863500.0,20,23.994009,1702675100.0,1702556000.0,24,24.0,1703023200.0,0.0,24,1085,1702556700.0,-1.0,24.001852,7.9827857,1702934100.0,0.0,24.0,0.0,1703023200.0,1.251139,24.0,9.108654,1702657800.0,0.0,0,0.9996561,1702587500.0,0.0,24,0.00024795337,1702439000.0,0.025733432,24,1.0,1702554800.0,0.0048295767,Benign,Benign
0.0,24.001001,1702881300.0,1703023200.0,20,23.999971,1703023200.0,1703023200.0,24,24.0,1702971100.0,0.0,24,1159,1703023200.0,-1.0,24.003244,0.0,1702987300.0,0.0026710862,24.0,2.169661,1702960800.0,0.0,24.0,7.8749514,1702883500.0,0.0,0,0.0007233967,1703023200.0,0.0,24,0.00019964694,1703023200.0,0.0,24,0.0,1702915800.0,0.0,Benign,Benign-Web_Browsing_HTTP-S
0.00055357255,0.006722662,1702705300.0,0.0,20,0.0,1702670000.0,0.0,20,0.0,1702723200.0,1702162800.0,20,60,1702664800.0,-0.9998695,20.0,0.0,1702928300.0,0.018280154,20.0,0.0,1702946400.0,0.0,20.0,0.10300601,0.0,0.0007255998,0,0.00018362145,355899.25,0.0,0,0.998508,389710.06,0.008837706,0,0.00013720208,0.0,0.0005858412,Benign,Benign
0.0036400026,23.993565,1702704600.0,1702950800.0,20,23.988586,1702506000.0,1702506800.0,24,24.0,1702920700.0,0.0,24,1022,1702744800.0,-0.9999447,23.995926,2.2071574,1702266800.0,0.0,24.0,1.0577325,1702766500.0,0.60821277,24.0,8.332316,1702317800.0,0.0010227374,25,0.9998718,1702689800.0,0.013378331,24,0.0,1702644600.0,0.0,24,1.0,1702950700.0,0.011115469,Attack,Benign-FTP
0.0,40.01235,1702945200.0,1702905900.0,20,39.980175,1703023200.0,1702696600.0,40,40.0,1703023200.0,0.0,40,64174,1703023200.0,-1.0,40.00532,0.0,1702922200.0,0.0,40.0,2.4746222,1702935800.0,0.0,40.0,0.0,1703023200.0,0.004478004,39,0.99991494,1703023200.0,0.0,40,0.00010793779,1703023200.0,0.0,40,0.9998081,1702929500.0,0.012563519,Attack,Attack-TCP-BYPass-V1
0.007112073,24.016085,0.0,1702868000.0,32,23.986027,401378.28,1702819100.0,24,24.0,339698.34,1703023200.0,20,1043,365300.1,-0.9998864,22.00016,20830.094,0.0,0.05764633,20.0,10438.56,0.0,3.8999436,20.0,10027.777,1702772700.0,0.029273404,39,0.49943194,1703023200.0,0.06836773,24,0.5004895,1703011300.0,0.0,20,0.50053066,1702943600.0,0.0,Suspicious,Suspicious
0.09668782,23.999128,0.0,0.0,23,24.003416,0.0,440258.94,24,24.0,-1.1920929e-06,15884.344,24,1076,46880.96,-0.9999538,23.987394,9098.113,20188.705,0.12285448,24.0,0.0,0.0,0.0,24.0,9772.769,0.0,0.14466189,68,0.99888873,537924.94,0.14907031,24,0.00020619278,760404.7,0.0,24,0.9988505,632328.9,0.18130544,Benign,Benign
0.0,31.93814,1702943900.0,1703023200.0,20,31.872974,1702606600.0,1702708000.0,32,32.0,1702381800.0,11507.025,32,1201,1702575700.0,-0.99992156,31.558615,0.0,1702647200.0,0.027104912,32.0,0.0,1702758700.0,0.8016243,32.0,1.8306667,1702366700.0,0.0,22,0.00037089808,1702676200.0,0.011192933,32,1.0,1702830800.0,0.0,32,0.0,1702712300.0,0.010906977,Benign,Benign
0.0,20.003374,282581.78,1702637800.0,51,20.00281,0.0,1702748000.0,20,20.0,592011.6,0.0,20,1118,0.0,-1.0,20.00016,90066.84,0.0,0.012573198,20.0,72974.98,684804.5,3.894136,20.0,37857.645,1702565000.0,0.02612217,12,0.6670004,1702837800.0,0.036564153,20,0.3334398,1702783700.0,0.05231066,20,0.33145103,1702624100.0,0.003029629,Benign,Benign
0.0,0.41756618,0.0,1702440100.0,75,0.4176324,0.0,1702647400.0,28,28.0,37254.39,1701851100.0,20,9764,0.0,-1.0,28.795515,5758.386,0.0,0.07879061,24.0,5699.593,619283.7,0.0,20.0,5400.5933,1702435500.0,0.0,26,0.4975059,1702883000.0,1.0607039,28,0.49879318,1702980900.0,0.030839121,28,0.5003662,1702892900.0,0.0,Attack,Attack-TCP-Flag-RST-ACK
11.501979,39.783493,0.0,1702782200.0,162,0.33195528,0.0,1702828300.0,28,28.0,-1.1920929e-06,227812.92,20,8231,232593.8,-0.9998626,29.777504,0.0,0.0,8.52323,28.0,0.0,192498.84,32.018444,28.0,2.5577593,1702374700.0,0.20619042,47,0.9960051,1703023200.0,3.6779041,28,0.0,1702868400.0,0.036031805,28,0.99860454,1703023200.0,0.0,Attack,Attack-TCP-Flag-SYN-TIME
0.0,23.991983,1702783000.0,1702929000.0,20,23.991337,1702975100.0,1702873500.0,24,24.0,1702968600.0,0.0,24,1113,1702836900.0,-0.9999896,23.99931,0.0,1702742400.0,0.0,24.0,4.2211056,1702880600.0,0.4776778,24.0,3.9060774,1702705800.0,0.0,1,0.9997588,1703004000.0,0.009979644,24,6.99225e-05,1702921700.0,0.0,24,0.99986964,1702671400.0,0.009835104,Attack,Attack-TCP-Flag-ACK-PSH
13.429712,0.39832723,0.0,816942.25,53,39.803764,0.0,897711.9,32,28.0,-1.1920929e-06,0.0,20,72,0.0,-1.0,29.629278,0.0,0.0,115.096344,32.0,0.0,188769.31,17.872536,32.0,12.331807,0.0,0.16343696,59,0.9991337,583578.56,13.453285,32,0.9921804,859502.5,0.07455949,28,0.9999826,127505.445,112.55147,Attack,Attack-TCP-Flag-OSYN
0.0,39.87619,1702819500.0,1703023200.0,20,39.96939,1702779600.0,1702500100.0,40,40.0,1703023200.0,0.0,40,64157,1702928800.0,-0.9997257,39.994614,28.466908,1702676200.0,0.0,40.0,3.1301115,1702874100.0,0.0,40.0,0.0,1702479700.0,0.0019344721,52,1.0,1702658400.0,0.0,40,3.407571e-05,1702745700.0,0.0,40,1.0,1703023200.0,0.0063157114,Attack,Attack-TCP-BYPass-V1
0.0014403374,20.02481,1702711400.0,1702869100.0,20,19.992458,1702508800.0,1702362800.0,20,20.0,1702431900.0,84756.87,20,1109,1703023200.0,-1.0,20.00081,0.0,1702530600.0,0.021064134,20.0,0.0,1702421500.0,0.0,20.0,4.0905757,1702469000.0,0.0022741929,0,0.00045405256,1702899600.0,0.019537503,20,0.00067363266,1702971600.0,0.010930126,20,0.0,1702747600.0,0.0,Benign,Benign
0.0028768394,19.991869,1702566900.0,1702992300.0,20,19.996181,1702985700.0,1702736800.0,20,20.0,1702366500.0,150599.7,20,1223,1702902800.0,-1.0,20.003088,0.0,1702639600.0,0.0,20.0,4.802636,1702952300.0,0.0,20.0,3.2963946,1702940200.0,0.0013062131,0,0.0004744791,1702973300.0,0.0,20,0.9995849,1702654300.0,0.0,20,0.0,1702725900.0,0.008071893,Benign,Benign-Systemic
0.0026670494,32.110153,0.0,1702774900.0,142,31.820309,336516.94,1703023200.0,32,32.0,68347.766,1702485900.0,32,229,0.0,-0.99901086,30.450037,3652.6394,0.0,0.081425115,32.0,5174.117,131581.02,5.4620795,32.0,4328.945,1702720100.0,0.06943325,85,0.50029624,1703023200.0,0.11395561,32,0.5006246,1703023200.0,0.0,32,0.50053257,0.0,0.02256991,Benign,Benign-SSH
0.0,24.015623,0.0,1702757800.0,20,0.0,217488.2,1702683900.0,24,24.0,236484.06,1702317200.0,20,1090,579885.94,-0.9996361,21.989723,22212.723,149459.39,0.12806708,22.0,10890.169,0.0,0.39097154,20.0,7340.196,1702467800.0,0.009666951,0,0.4987479,1703023200.0,0.09874669,24,0.5004959,1703023200.0,0.00673414,24,0.5006986,1702744200.0,0.0,Benign,Benign
0.00037561153,39.98917,0.0,1702939000.0,46,40.01107,211956.86,1702782300.0,40,40.0,425367.34,1702520000.0,20,29034,0.0,-1.0,30.033222,34318.34,525544.94,0.048811123,30.0,12813.422,0.0,3.7430775,20.0,10254.73,1702972800.0,0.012845904,34,0.49986207,1703023200.0,0.028311428,40,0.4995938,1702925200.0,0.007922194,40,0.49977374,1702919300.0,0.0,Attack,Attack-TCP-Flag-SYN-TIME
0.0027809686,39.791676,1702215600.0,1702815100.0,20,39.795322,1702289000.0,1702709600.0,28,28.0,1702524300.0,0.0,28,65535,1703023200.0,-0.9999961,27.197584,0.0,1703006800.0,0.0030313255,28.0,0.0,1703023200.0,0.0,28.0,0.0,1702404200.0,0.0071156677,0,1.0,1702841700.0,0.0011706173,28,0.000596527,1702637200.0,0.016355122,28,0.99964607,1702338700.0,0.0,Benign,Benign-Systemic
0.0020099687,20.009792,0.0,1702841200.0,25,19.99652,0.0,1702680800.0,20,20.0,366192.12,1702336100.0,20,65535,116524.914,-0.99980587,20.004787,18583.566,0.0,0.097966515,20.0,7089.809,25067.809,0.0,20.0,10047.692,1702765400.0,0.026982266,16,0.5007206,1702833700.0,0.12531927,20,0.49989742,1702897000.0,0.0,20,0.49979553,1702766000.0,0.0,Benign,Benign
0.00748061,0.010926831,1702547300.0,1702667100.0,20,0.0,1702757900.0,1702143700.0,20,0.0,1702462800.0,1701472400.0,20,66,1702693800.0,-1.0,20.0045,9.898875,1702346400.0,0.0737808,20.0,0.0,1702712200.0,0.95106477,20.0,0.0,1702523400.0,0.027192783,2,0.0,408603.84,0.04871149,0,0.999584,1702954800.0,0.0068999873,20,0.0013024603,1702558800.0,0.011423893,Benign,Benign-Email-Send
0.0,23.982002,1702585600.0,1702705400.0,20,24.007988,1702650500.0,1702548200.0,24,24.0,1702365200.0,0.0,24,1238,1702540300.0,-1.0,23.997421,0.0,1702764800.0,0.0,24.0,0.0,1702695300.0,0.0,24.0,6.638391,1702465300.0,0.0,0,9.076944e-05,1702859800.0,0.0,24,0.00010603475,1702688900.0,0.0,24,0.00026089652,1702607400.0,0.013158507,Benign,Benign
0.05606001,32.727974,0.0,0.0,693,24.130432,0.0,732226.0,44,44.0,-1.1920929e-06,136678.47,28,65428,0.0,-0.9995684,44.0,16.76876,0.0,125.7014,44.0,23.647118,328143.2,48.076336,44.0,37.286144,54896.914,0.22248572,311,1.0,0.0,0.30067784,44,0.0014718779,1789470.4,0.0,28,0.9999676,0.0,0.26249164,Benign,Benign-SSH
0.0053557334,23.985685,369946.84,0.0,107,23.994902,204381.14,324839.03,24,24.0,-1.1920929e-06,249825.5,24,65516,0.0,-0.9996804,23.998379,7902.5894,0.0,0.16797042,24.0,0.43406785,342955.28,0.7576352,24.0,9214.393,0.0,0.15697862,81,0.99983144,0.0,0.1803187,24,0.00018817541,515342.9,0.0015415448,24,0.99979717,0.0,0.18005465,Benign,Benign-Email-Send
0.16423695,0.08462773,77662.63,0.0,31,0.089772165,0.0,435281.03,20,0.0,154996.6,164231.98,20,86,422230.88,-1.0,20.011608,6.1492195,0.0,111.11648,20.0,18.554638,0.0,0.0,20.0,4.7305117,0.0,0.0,27,0.0,0.0,110.78961,0,0.5013553,990123.6,108.42957,0,0.0,503844.78,0.0,Attack,Attack-TCP-Flag-SYN
0.002214995,0.05833945,567167.06,0.0,20,0.030063478,449277.75,0.0,24,0.0,388081.34,0.0,20,0,0.0,-0.9999516,22.021908,46573.766,399429.56,0.022832625,22.0,110123.22,103271.29,3.424862,20.0,0.21712981,0.0,0.0,0,0.4995299,712632.6,0.036019128,0,0.5012402,435791.66,0.042988833,0,0.0010665552,0.0,0.014446255,Benign,Benign
0.0,32.08767,1702666000.0,1702931500.0,20,31.902288,1702728800.0,1702407400.0,32,32.0,1702324500.0,203504.78,32,206,1702639600.0,-1.0,31.338104,0.0,1702145000.0,0.0,32.0,0.0,1703023200.0,0.0,32.0,0.0,1702353500.0,0.001834929,19,0.99897206,1702715600.0,0.024111237,32,0.0,1702578200.0,0.0,32,1.0,1702195200.0,0.021377781,Benign,Benign-SSH
0.0031003358,23.973156,1702831600.0,1702739200.0,20,23.988867,1702579300.0,1702849500.0,24,24.0,1702607200.0,0.0,24,1077,1703023200.0,-1.0,23.99634,3.3684883,1702757800.0,0.0,24.0,0.0,1702794400.0,0.0,24.0,0.0,1702621400.0,0.0041749994,25,0.9999526,1703023200.0,0.0,24,0.0002535894,1702849300.0,0.0,24,1.0,1702997200.0,0.020082701,Benign,Benign
0.055399,32.67848,0.0,0.0,611,24.128057,164960.62,156386.61,44,44.0,-1.1920929e-06,0.0,28,65488,0.0,-0.99892706,42.506554,43.293606,202124.03,0.08540544,32.0,26.343416,311706.34,42.448833,32.0,12966.234,0.0,0.22047834,279,1.0,810386.9,0.22027875,44,0.00072406256,629724.3,0.04539827,28,0.9992932,19049.824,0.24562609,Benign,Benign-SSH
0.0019174516,20.029442,1702249600.0,1702533600.0,58,19.994806,1702994800.0,1702632100.0,20,20.0,1702670300.0,0.0,20,1097,1703023200.0,-0.99983144,20.005222,0.0,1702829600.0,0.012594148,20.0,0.0,1702713300.0,0.4436564,20.0,0.0,1702496400.0,0.014392131,0,0.0,1702557400.0,0.002101906,20,0.9996625,1703023200.0,0.0,20,0.0005574493,1702481000.0,0.0,Benign,Benign
0.0,40.025436,1703023200.0,1703023200.0,20,39.98321,1703023200.0,1702662400.0,40,40.0,1702993900.0,0.0,40,64200,1703023200.0,-1.0,40.00197,6.2725406,1702578200.0,0.0045274636,40.0,11.179672,1703023200.0,0.0,40.0,0.0,1702629800.0,0.0073876763,47,0.9999667,1702990700.0,0.0,40,0.00014363123,1702755000.0,0.0,40,1.0,1702901600.0,0.02237013,Attack,Attack-TCP-BYPass-V1
